epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,15633.7,0.50028,0.44591,0.93243,0.97595,0.9832,0.98839,0.9211,0.35477,0.35829,0.81772,0.000558491,0.000558491,0.000558491
24,16311,0.5026,0.43765,0.93642,0.98793,0.98751,0.99143,0.92344,0.36716,0.34018,0.82277,0.000551422,0.000551422,0.000551422
25,16984.5,0.50902,0.44135,0.93472,0.98434,0.9926,0.99178,0.93186,0.35266,0.33038,0.81303,0.000544354,0.000544354,0.000544354
26,17662.2,0.48661,0.41937,0.92249,0.98409,0.97864,0.99089,0.9149,0.38645,0.33845,0.8244,0.000537285,0.000537285,0.000537285
27,18339,0.48458,0.40055,0.92526,0.96594,0.98794,0.9906,0.92901,0.36047,0.31955,0.81451,0.000530216,0.000530216,0.000530216
28,19018.2,0.48517,0.40761,0.93112,0.98521,0.99675,0.99129,0.92681,0.3656,0.32033,0.81637,0.000523148,0.000523148,0.000523148
29,19698.3,0.47605,0.38848,0.91384,0.98208,0.99664,0.99214,0.93172,0.35455,0.31446,0.81548,0.000516079,0.000516079,0.000516079
30,20379.3,0.46258,0.37587,0.92129,0.98578,0.99261,0.99365,0.93353,0.3529,0.29872,0.8166,0.000509011,0.000509011,0.000509011
31,21054.5,0.47869,0.40467,0.93056,0.98083,0.98748,0.99152,0.93337,0.34713,0.30078,0.81057,0.000501942,0.000501942,0.000501942
32,21727.1,0.47704,0.38523,0.92167,0.97102,0.98992,0.99146,0.92847,0.36691,0.30667,0.80915,0.000494873,0.000494873,0.000494873
33,22401.8,0.46443,0.36683,0.91505,0.9877,0.99276,0.99259,0.93903,0.34201,0.29157,0.81051,0.000487805,0.000487805,0.000487805
34,23072.3,0.46679,0.3702,0.91611,0.98797,0.99387,0.99265,0.92883,0.35211,0.27315,0.81246,0.000480736,0.000480736,0.000480736
35,23742.5,0.46379,0.35767,0.91618,0.98224,0.99189,0.99227,0.94005,0.33782,0.27367,0.80413,0.000473668,0.000473668,0.000473668
36,24411.2,0.46224,0.35513,0.91519,0.99026,0.99359,0.99392,0.93666,0.36069,0.28327,0.81557,0.000466599,0.000466599,0.000466599
37,25080.3,0.45869,0.36154,0.90917,0.98667,0.99679,0.99345,0.93409,0.36605,0.27583,0.81373,0.00045953,0.00045953,0.00045953
38,25754.9,0.45943,0.35658,0.91334,0.98971,0.98567,0.9937,0.93849,0.32733,0.25792,0.8035,0.000452462,0.000452462,0.000452462
39,26426.5,0.46461,0.35736,0.91855,0.9753,0.9973,0.99305,0.93501,0.33868,0.26897,0.80765,0.000445393,0.000445393,0.000445393
40,27095,0.43206,0.33968,0.90328,0.98848,0.98983,0.99362,0.94763,0.31591,0.24252,0.79898,0.000438325,0.000438325,0.000438325
41,27766.8,0.4358,0.33637,0.90328,0.98074,0.99689,0.99349,0.94701,0.32287,0.24737,0.80014,0.000431256,0.000431256,0.000431256
42,28435.9,0.43999,0.32926,0.91378,0.99011,0.98532,0.99252,0.94552,0.32599,0.24945,0.80473,0.000424187,0.000424187,0.000424187
43,29108.5,0.43296,0.3192,0.89987,0.98787,0.99689,0.99433,0.9455,0.31865,0.23856,0.79821,0.000417119,0.000417119,0.000417119
44,29780,0.43684,0.32265,0.91015,0.98716,0.98979,0.99286,0.9421,0.33482,0.24341,0.80227,0.00041005,0.00041005,0.00041005
45,30451.4,0.42807,0.31438,0.90109,0.98274,0.99457,0.99297,0.94421,0.32842,0.23884,0.8006,0.000402982,0.000402982,0.000402982
46,31120.4,0.42472,0.31026,0.90092,0.98961,0.9973,0.99274,0.95245,0.30654,0.22921,0.7957,0.000395913,0.000395913,0.000395913
47,31789.7,0.42948,0.31182,0.90668,0.99318,0.99438,0.99223,0.94523,0.31929,0.23182,0.79915,0.000388844,0.000388844,0.000388844
48,32458.7,0.41322,0.30819,0.89929,0.98314,0.9992,0.99376,0.94536,0.31563,0.2247,0.79709,0.000381776,0.000381776,0.000381776
49,33130.5,0.41694,0.29955,0.89787,0.993,0.99763,0.99265,0.95245,0.30437,0.22294,0.79578,0.000374707,0.000374707,0.000374707
50,33800.2,0.42579,0.30573,0.90512,0.99338,0.99455,0.99355,0.94379,0.32002,0.22794,0.79922,0.000367639,0.000367639,0.000367639
51,34469.9,0.40748,0.29905,0.89826,0.98817,0.99927,0.99314,0.9502,0.30505,0.21904,0.79275,0.00036057,0.00036057,0.00036057
52,35140.3,0.41493,0.29923,0.89994,0.99166,0.99772,0.99325,0.95067,0.29912,0.21962,0.7927,0.000353501,0.000353501,0.000353501
53,35811.7,0.40913,0.29818,0.89425,0.99262,0.99692,0.9936,0.94888,0.29687,0.21126,0.7889,0.000346433,0.000346433,0.000346433
54,36482,0.41187,0.30117,0.90006,0.99108,0.9973,0.99257,0.95442,0.30075,0.20907,0.79294,0.000339364,0.000339364,0.000339364
55,37154.4,0.41562,0.29166,0.89712,0.99021,0.99389,0.99296,0.95772,0.29351,0.21003,0.79205,0.000332296,0.000332296,0.000332296
56,37823.3,0.40148,0.28418,0.89381,0.98766,0.99668,0.99318,0.95596,0.2918,0.20631,0.78923,0.000325227,0.000325227,0.000325227
57,38492.1,0.39787,0.28406,0.8919,0.99286,0.9965,0.99286,0.95833,0.29576,0.20319,0.79164,0.000318158,0.000318158,0.000318158
58,39161.4,0.39483,0.28643,0.88866,0.99203,0.99534,0.99386,0.95576,0.29893,0.20389,0.78925,0.00031109,0.00031109,0.00031109
59,39830.7,0.40254,0.28552,0.89851,0.99077,0.99728,0.99369,0.95223,0.29688,0.20409,0.79287,0.000304021,0.000304021,0.000304021
60,40502.1,0.39226,0.28674,0.89495,0.99347,0.99256,0.99448,0.96002,0.2883,0.2017,0.78753,0.000296953,0.000296953,0.000296953
61,41173,0.38759,0.26805,0.8922,0.99258,0.99763,0.99369,0.95725,0.28787,0.19717,0.7876,0.000289884,0.000289884,0.000289884
62,41843.2,0.38917,0.27975,0.89036,0.99449,0.99894,0.99313,0.96091,0.28484,0.20059,0.78565,0.000282815,0.000282815,0.000282815
63,42514,0.40548,0.28136,0.89257,0.99314,0.99964,0.9944,0.95923,0.28913,0.20011,0.78948,0.000275747,0.000275747,0.000275747
64,43184.1,0.38238,0.26025,0.89646,0.9937,0.99856,0.99454,0.96251,0.27695,0.1916,0.7824,0.000268678,0.000268678,0.000268678
65,43857.1,0.38827,0.2698,0.88804,0.99181,0.99984,0.99461,0.96767,0.27323,0.18671,0.78226,0.00026161,0.00026161,0.00026161
66,44528,0.39047,0.26823,0.88822,0.99453,0.99924,0.99469,0.96096,0.29107,0.19794,0.78724,0.000254541,0.000254541,0.000254541
67,45197.6,0.3944,0.27519,0.89421,0.99171,0.99767,0.99451,0.96697,0.272,0.19125,0.78225,0.000247472,0.000247472,0.000247472
68,45867.4,0.38794,0.27261,0.884,0.99375,0.99974,0.99471,0.96614,0.27553,0.19065,0.78304,0.000240404,0.000240404,0.000240404
69,46537.1,0.38249,0.26319,0.89279,0.99158,0.99937,0.99451,0.96561,0.2735,0.19092,0.78169,0.000233335,0.000233335,0.000233335
70,47208.3,0.38193,0.26056,0.89363,0.99424,0.99928,0.99409,0.96505,0.26801,0.18325,0.78033,0.000226267,0.000226267,0.000226267
71,47882.2,0.38206,0.26085,0.89162,0.99444,1,0.99434,0.96603,0.26901,0.17912,0.78101,0.000219198,0.000219198,0.000219198
72,48553.7,0.37585,0.25398,0.88904,0.99345,0.99883,0.99429,0.9671,0.26733,0.18323,0.77913,0.000212129,0.000212129,0.000212129
73,49228,0.375,0.25167,0.88921,0.99366,1,0.99458,0.97155,0.25876,0.17561,0.77741,0.000205061,0.000205061,0.000205061
74,49899.4,0.37929,0.25222,0.88799,0.99466,0.99906,0.99443,0.97131,0.25862,0.17768,0.77722,0.000197992,0.000197992,0.000197992
75,50571.6,0.37249,0.25555,0.88172,0.99399,0.9975,0.99447,0.97015,0.2653,0.17976,0.77944,0.000190924,0.000190924,0.000190924
76,51243.1,0.37181,0.25014,0.88394,0.99412,0.99923,0.99461,0.97086,0.26144,0.17425,0.7781,0.000183855,0.000183855,0.000183855
77,51916.3,0.36921,0.24752,0.88823,0.99433,0.9974,0.99429,0.96961,0.25287,0.17407,0.77519,0.000176786,0.000176786,0.000176786
78,52588.5,0.36336,0.24378,0.88049,0.99398,0.99925,0.99444,0.97346,0.25448,0.17352,0.77566,0.000169718,0.000169718,0.000169718
79,53257.9,0.36308,0.24796,0.88459,0.99504,0.99869,0.99426,0.97267,0.25564,0.17092,0.77562,0.000162649,0.000162649,0.000162649
80,53928,0.36318,0.2509,0.87975,0.99422,0.9977,0.99442,0.97156,0.24914,0.16968,0.77429,0.000155581,0.000155581,0.000155581
81,54601.8,0.35638,0.24239,0.88209,0.99451,0.99826,0.99452,0.97341,0.25331,0.16781,0.77562,0.000148512,0.000148512,0.000148512
82,55272.4,0.35828,0.24831,0.87763,0.99494,0.9977,0.99459,0.97562,0.2497,0.16576,0.77462,0.000141443,0.000141443,0.000141443
83,55947.9,0.3556,0.23925,0.87957,0.99438,0.9973,0.99382,0.97564,0.24872,0.16674,0.77446,0.000134375,0.000134375,0.000134375
84,56618.6,0.35087,0.23893,0.87474,0.99513,0.99763,0.9944,0.97465,0.24816,0.1628,0.77354,0.000127306,0.000127306,0.000127306
85,57288.5,0.35443,0.23828,0.88388,0.99462,0.99879,0.99396,0.97687,0.24246,0.15825,0.77199,0.000120238,0.000120238,0.000120238
86,57961.5,0.34211,0.22602,0.87661,0.99455,0.99909,0.99462,0.97688,0.24077,0.1566,0.77186,0.000113169,0.000113169,0.000113169
87,58631.7,0.34625,0.23165,0.87395,0.99494,0.99876,0.99457,0.97625,0.24137,0.15863,0.77206,0.0001061,0.0001061,0.0001061
88,59304.4,0.34413,0.23233,0.87583,0.99404,0.99865,0.99462,0.97793,0.2366,0.15561,0.7708,9.90318e-05,9.90318e-05,9.90318e-05
89,59991.2,0.33614,0.21748,0.8691,0.99415,0.99862,0.99461,0.97801,0.23903,0.15866,0.77056,9.19632e-05,9.19632e-05,9.19632e-05
90,60688.6,0.33494,0.22758,0.876,0.99503,0.99853,0.99454,0.97841,0.2386,0.1565,0.77035,8.48946e-05,8.48946e-05,8.48946e-05
91,61383,0.27321,0.19054,0.81256,0.99478,0.99816,0.99447,0.97499,0.24041,0.16197,0.77052,7.7826e-05,7.7826e-05,7.7826e-05
92,62081.1,0.26428,0.17811,0.81432,0.99399,0.99864,0.9946,0.97621,0.23724,0.16014,0.76936,7.07574e-05,7.07574e-05,7.07574e-05
93,62779.9,0.26098,0.17758,0.81623,0.99477,0.99816,0.99457,0.9745,0.2421,0.15864,0.77015,6.36888e-05,6.36888e-05,6.36888e-05
94,63483,0.25617,0.16991,0.80803,0.99475,0.9991,0.99458,0.97617,0.24328,0.15619,0.76928,5.66202e-05,5.66202e-05,5.66202e-05
95,64193.5,0.25891,0.16792,0.8096,0.99511,0.99868,0.99467,0.97889,0.23055,0.15218,0.7674,4.95516e-05,4.95516e-05,4.95516e-05
96,64872.3,0.24715,0.1677,0.81069,0.99517,0.99834,0.99474,0.98054,0.22839,0.15246,0.76735,4.2483e-05,4.2483e-05,4.2483e-05
97,65541.9,0.24655,0.16634,0.80434,0.99474,0.99935,0.99454,0.98218,0.22464,0.14885,0.76625,3.54144e-05,3.54144e-05,3.54144e-05
98,66210,0.25043,0.16456,0.80772,0.99458,1,0.99477,0.98083,0.2256,0.1472,0.76626,2.83458e-05,2.83458e-05,2.83458e-05
99,66877.6,0.24784,0.16108,0.80721,0.99505,1,0.99473,0.98239,0.22277,0.14546,0.76554,2.12772e-05,2.12772e-05,2.12772e-05
100,67548.5,0.24463,0.16169,0.8071,0.99521,1,0.99483,0.98308,0.22282,0.14435,0.76526,1.42086e-05,1.42086e-05,1.42086e-05
