epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,45045.1,0.39557,0.27827,0.90132,0.99399,0.9992,0.99471,0.96648,0.27439,0.1929,0.78199,0.000270802,0.000270802,0.000270802
62,45782.2,0.39112,0.27858,0.88855,0.99271,0.9973,0.99451,0.96085,0.28174,0.1962,0.78572,0.000264199,0.000264199,0.000264199
63,46518.4,0.40151,0.27762,0.8976,0.99379,0.9997,0.99487,0.965,0.27968,0.19547,0.78304,0.000257595,0.000257595,0.000257595
64,47257.6,0.39003,0.27528,0.9006,0.99202,0.99946,0.99488,0.96866,0.27035,0.19343,0.78001,0.000250992,0.000250992,0.000250992
65,47994.1,0.3915,0.2685,0.8979,0.99047,0.99973,0.99448,0.96364,0.28326,0.19463,0.78425,0.000244389,0.000244389,0.000244389
66,48732.6,0.3816,0.26849,0.89461,0.99247,0.99996,0.994,0.96515,0.2706,0.18376,0.78007,0.000237785,0.000237785,0.000237785
67,49469.4,0.37551,0.25931,0.89072,0.99329,1,0.99402,0.96763,0.26466,0.18607,0.77909,0.000231182,0.000231182,0.000231182
68,50205.9,0.39701,0.26531,0.90262,0.99369,0.99984,0.99479,0.96606,0.27386,0.18663,0.78136,0.000224579,0.000224579,0.000224579
69,50944.6,0.38,0.2683,0.88931,0.9941,1,0.99468,0.97275,0.26215,0.18373,0.77667,0.000217976,0.000217976,0.000217976
70,51682,0.37714,0.25734,0.88499,0.99455,1,0.99442,0.97026,0.26471,0.18429,0.7769,0.000211372,0.000211372,0.000211372
71,52420,0.37959,0.26048,0.89135,0.99347,1,0.99414,0.96774,0.26081,0.18241,0.77768,0.000204769,0.000204769,0.000204769
72,53155.2,0.37513,0.25993,0.89366,0.99388,1,0.99456,0.96995,0.26362,0.18169,0.77907,0.000198166,0.000198166,0.000198166
73,53895.1,0.38347,0.26715,0.89196,0.9937,1,0.99473,0.97225,0.26173,0.17876,0.77682,0.000191562,0.000191562,0.000191562
74,54635.7,0.36026,0.24826,0.88017,0.99498,0.99968,0.99437,0.97107,0.25982,0.17453,0.77474,0.000184959,0.000184959,0.000184959
75,55375.4,0.36657,0.25305,0.88796,0.99406,1,0.99443,0.96981,0.26554,0.17838,0.77766,0.000178356,0.000178356,0.000178356
76,56114,0.36681,0.2482,0.8847,0.99456,0.99975,0.99467,0.97447,0.25538,0.17339,0.7752,0.000171752,0.000171752,0.000171752
77,56848,0.35398,0.24231,0.88422,0.99452,0.99961,0.9948,0.97441,0.25606,0.17357,0.7739,0.000165149,0.000165149,0.000165149
78,57584.3,0.36145,0.24031,0.88493,0.98797,1,0.99463,0.97181,0.25142,0.1724,0.77285,0.000158546,0.000158546,0.000158546
79,58318.9,0.35737,0.24385,0.88364,0.99506,1,0.99454,0.97334,0.24938,0.16588,0.77288,0.000151943,0.000151943,0.000151943
80,59056.4,0.36185,0.24402,0.88409,0.99422,0.99826,0.99473,0.9729,0.25086,0.1695,0.77264,0.000145339,0.000145339,0.000145339
81,59794.1,0.3559,0.23779,0.87989,0.99435,0.99957,0.99472,0.97176,0.24995,0.16709,0.77305,0.000138736,0.000138736,0.000138736
82,60530.2,0.34962,0.23805,0.88235,0.99406,1,0.99455,0.97656,0.24382,0.16278,0.77091,0.000132133,0.000132133,0.000132133
83,61266.1,0.3418,0.22528,0.87856,0.99521,1,0.9942,0.97595,0.24568,0.16203,0.77078,0.000125529,0.000125529,0.000125529
84,62002.3,0.35121,0.23033,0.87723,0.99493,0.99976,0.99429,0.97607,0.24584,0.16255,0.77031,0.000118926,0.000118926,0.000118926
85,62739.3,0.34527,0.23126,0.88229,0.99498,1,0.99452,0.97632,0.24354,0.16005,0.7703,0.000112323,0.000112323,0.000112323
86,63476.8,0.35213,0.23683,0.87731,0.994,1,0.99464,0.97845,0.23845,0.15906,0.76963,0.00010572,0.00010572,0.00010572
87,64216.2,0.3412,0.22686,0.87756,0.99485,0.99928,0.99467,0.97813,0.23936,0.15918,0.76992,9.91162e-05,9.91162e-05,9.91162e-05
88,64953.7,0.33222,0.22399,0.87645,0.99516,0.99999,0.99454,0.97635,0.24107,0.15785,0.77019,9.25129e-05,9.25129e-05,9.25129e-05
89,65690,0.33757,0.22527,0.87318,0.99488,0.9999,0.99468,0.97785,0.23551,0.15227,0.76807,8.59096e-05,8.59096e-05,8.59096e-05
90,66429.5,0.34405,0.23154,0.87973,0.9943,0.99966,0.99456,0.97748,0.23603,0.15897,0.76995,7.93063e-05,7.93063e-05,7.93063e-05
91,67168.1,0.26968,0.18919,0.82042,0.99447,1,0.99465,0.97735,0.24119,0.15911,0.76935,7.2703e-05,7.2703e-05,7.2703e-05
92,67901.8,0.26613,0.17772,0.81082,0.99532,1,0.99467,0.97852,0.23945,0.15579,0.76848,6.60997e-05,6.60997e-05,6.60997e-05
93,68641,0.25764,0.17317,0.81042,0.9953,0.99978,0.99452,0.97861,0.23603,0.15519,0.7684,5.94964e-05,5.94964e-05,5.94964e-05
94,69376.1,0.25959,0.17217,0.80889,0.99513,0.99998,0.99452,0.97701,0.23648,0.15537,0.76822,5.28931e-05,5.28931e-05,5.28931e-05
95,70116.9,0.25515,0.16927,0.81303,0.99518,1,0.99469,0.97919,0.23109,0.15077,0.76702,4.62898e-05,4.62898e-05,4.62898e-05
96,70854.7,0.24781,0.16637,0.81016,0.99522,1,0.99474,0.98033,0.22915,0.14918,0.76676,3.96865e-05,3.96865e-05,3.96865e-05
97,71588.6,0.24886,0.16605,0.81729,0.99499,1,0.9945,0.9813,0.22849,0.14845,0.76667,3.30832e-05,3.30832e-05,3.30832e-05
98,72323.7,0.24121,0.16382,0.81042,0.99497,1,0.99454,0.98155,0.22585,0.14588,0.7657,2.64799e-05,2.64799e-05,2.64799e-05
99,73059,0.24175,0.15918,0.80849,0.99498,1,0.99448,0.98046,0.22662,0.14474,0.76568,1.98766e-05,1.98766e-05,1.98766e-05
100,73792,0.24037,0.15894,0.81947,0.99502,1,0.99446,0.98057,0.22338,0.14287,0.76479,1.32733e-05,1.32733e-05,1.32733e-05
